epoch,train_loss,current_bce_loss,distill_loss,replay_loss,zero_residual_penalty,gate_mean,gate_std,raw_gate_mean,old_like_fraction,residual_norm_mean,val_macro_auroc
0,1.3390756635665892,0.6986848955154419,7.761698696413078e-06,0.6401160545349122,0.0026699534319341183,0.10000001335144043,0.0,0.5393142547607422,1.0,0.9872443695068359,0.719093043487882
1,1.3229108304977417,0.6817312097549438,5.7953430281486364e-05,0.6406132960319519,0.005083410445600748,0.10000001335144043,0.0,0.5393142547607422,1.0,2.9629760131835936,0.71941718292973
2,1.3073287229537964,0.6651003928184509,0.00018429670482873915,0.6411834950447083,0.008605242796242238,0.10000001335144043,0.0,0.5393142318725586,1.0,5.265106689453125,0.7197448091320024
3,1.2891025619506835,0.6453141598701477,0.00044727011350914836,0.6419251909255982,0.014159267410635949,0.10000001335144043,0.0,0.5393142166137695,1.0,8.019116821289062,0.7199567331246024
4,1.2692524681091308,0.6231609563827515,0.0009380340352654458,0.6428604097366333,0.022930942073464394,0.10000001335144043,0.0,0.539314208984375,1.0,11.29267626953125,0.7202380853630433
5,1.2472584581375121,0.5979113206863403,0.0018035121783614159,0.6439307980537414,0.03612803554534912,0.10000001335144043,0.0,0.5393141632080078,1.0,15.168037109375,0.7203855047113414
6,1.2249261779785157,0.5714363784790039,0.003157863449305296,0.6450511837005615,0.05280736911296845,0.10000001335144043,0.0,0.5393141555786133,1.0,19.44822998046875,0.7205002148993918
7,1.2057211427688599,0.5466563167572022,0.00518212029710412,0.6463694052696228,0.0751327663064003,0.10000001335144043,0.0,0.5393141250610352,1.0,24.17666259765625,0.7205343519593744
8,1.187916025161743,0.5226108069419861,0.007855152100324631,0.6474141688346863,0.1003591143488884,0.10000001335144043,0.0,0.5393141174316406,1.0,29.06112060546875,0.7205580570221333
9,1.1729250555038453,0.501170108795166,0.010966077156364917,0.6482320914268493,0.1255676920413971,0.10000001335144043,0.0,0.539314094543457,1.0,33.56585791015625,0.7205386991768771
10,1.1633209648132323,0.4864503915309906,0.014035516314208508,0.6485991263389588,0.14235898113250733,0.10000001335144043,0.0,0.5393140716552735,1.0,37.3688125,0.7207195079288751
11,1.1565101432800293,0.4762066669464111,0.016498563796281816,0.6484094052314758,0.15395516443252563,0.10000001335144043,0.0,0.5393140335083008,1.0,40.078935546875,0.7208475376888847
12,1.1513466348648072,0.47151574325561524,0.018134277030825614,0.6474528369903565,0.14243788182735442,0.10000001335144043,0.0,0.5393140182495118,1.0,41.6962587890625,0.7208754754915147
13,1.1489110813140868,0.4706939146518707,0.018708402663469313,0.6464014148712158,0.1310734475851059,0.10000001335144043,0.0,0.5393140182495118,1.0,42.1606201171875,0.7209676178663197
14,1.1441312913894652,0.4690331206321716,0.01900772774219513,0.6451601123809815,0.1093030868768692,0.10000001335144043,0.0,0.5393140106201172,1.0,42.2350009765625,0.7209736789728122
15,1.14051060295105,0.46877757930755615,0.018873265743255617,0.6440246787071228,0.08835092443227768,0.10000001335144043,0.0,0.5393139495849609,1.0,41.965638671875,0.7209040113932874
16,1.1366741228103638,0.46736942386627195,0.019062527924776078,0.6430738019943237,0.0716839285492897,0.10000001335144043,0.0,0.5393139572143555,1.0,41.97012109375,0.7208733380412412
17,1.134575312614441,0.4665391983985901,0.019738811299204826,0.6424071521759033,0.058901974946260455,0.10000001335144043,0.0,0.5393139343261719,1.0,42.327669921875,0.7207853256779047
18,1.131653242111206,0.46592028641700745,0.01975567166507244,0.6412939023971558,0.04683377748727798,0.10000001335144043,0.0,0.5393138961791992,1.0,42.2510205078125,0.7206642169305378
19,1.1309852361679078,0.4659125790596008,0.020258594527840613,0.6406399898529053,0.04174083137512207,0.10000001335144043,0.0,0.5393138961791992,1.0,42.7193857421875,0.7207343135101724
