epoch,train_loss,current_bce_loss,distill_loss,replay_loss,margin_preservation_loss,trust_region_penalty,selection_mean,selection_std,selection_score_mean,active_label_fraction,selected_label_count_mean,residual_norm_mean,trust_weight_mean,val_macro_auroc
0,1.3349539613723755,0.6926191463470459,0.0013045733440667391,0.6385994324684143,0.0,0.004861656345427037,0.14285714285714285,0.3499271061118826,0.45733340890066965,0.1428571492433548,1.0,0.63406010055542,0.12287116587162018,0.7173333265767248
1,1.3312446155548097,0.689675410747528,0.0011574163297191262,0.638038863658905,0.0,0.004745870295912028,0.14285714285714285,0.3499271061118826,0.4573334001813616,0.1428571492433548,1.0,0.6876659393310547,0.12287116974592209,0.7175766018331176
2,1.3289570569992066,0.6881873817443848,0.0010715292850509285,0.6374192008972168,0.0,0.004557892579585314,0.14285714285714285,0.3499271061118826,0.45733340890066965,0.1428571492433548,1.0,0.6904788513183594,0.12287116152048111,0.717937284329729
3,1.3276124820709228,0.6858512578010559,0.0017266117865219713,0.6367983498573303,0.0,0.006472519680857659,0.14285714285714285,0.3499271061118826,0.4573333740234375,0.1428571492433548,1.0,0.8548487243652344,0.12287116861343383,0.7185290975322882
4,1.3273277959823608,0.688179304599762,0.001123317337129265,0.6361024098396302,0.0,0.003845500197261572,0.14285714285714285,0.3499271061118826,0.45733340890066965,0.1428571492433548,1.0,0.6348022155761719,0.1228711649775505,0.7191707530351523
5,1.32583358001709,0.6875605697631836,0.0010328250350430607,0.6354493350982666,0.0,0.003581681374460459,0.14285714285714285,0.3499271061118826,0.4573334001813616,0.1428571492433548,1.0,0.6128325347900391,0.12287116414308548,0.7188664669263983
6,1.3248300714492798,0.6854365391731262,0.0016047229580581188,0.6348035287857056,0.0,0.005970581088215112,0.14285714285714285,0.3499271061118826,0.45733340890066965,0.1428571492433548,1.0,0.8114193267822266,0.12287116658687591,0.7185772405284244
7,1.3237097759246825,0.6857206535339355,0.0013295420790091156,0.6341226334571839,0.0,0.005073859114199877,0.14285714285714285,0.3499271061118826,0.45733340890066965,0.1428571492433548,1.0,0.7212382202148437,0.12287117087841035,0.7187468960638598
8,1.3228535270690918,0.685720654964447,0.0012748536225408317,0.6334676361083984,0.0,0.0047807228825986385,0.14285714285714285,0.3499271061118826,0.4573333914620536,0.1428571492433548,1.0,0.6995686950683594,0.12287116116285324,0.7189890745338996
9,1.3217848682403563,0.6847742729187012,0.0015030790353193879,0.6327402544021606,0.0,0.005534558594226837,0.14285714285714285,0.3499271061118826,0.4573334263392857,0.1428571492433548,1.0,0.7609266815185547,0.1228711702823639,0.7193702611539825
10,1.3206928977966308,0.6845203342437745,0.001490813858807087,0.6319883160591125,0.0,0.005386824861168861,0.14285714285714285,0.3499271061118826,0.4573333914620536,0.1428571492433548,1.0,0.7567762298583984,0.12287116765975953,0.7191536280057098
11,1.3198255653381348,0.6850171523094177,0.0012964180903509259,0.6311539211273194,0.0,0.00471622072905302,0.14285714285714285,0.3499271061118826,0.4573334176199777,0.1428571492433548,1.0,0.6993587646484375,0.1228711684346199,0.7190419471399324
12,1.318559455871582,0.6843368020057679,0.0014220945350825786,0.6301636137962341,0.0,0.005274004675447941,0.14285714285714285,0.3499271061118826,0.4573334263392857,0.1428571492433548,1.0,0.7327190704345703,0.1228711689710617,0.71910550940212
13,1.3172090148925781,0.6829560618400574,0.0017149424962699413,0.6293415923118592,0.0,0.006392729692161083,0.14285714285714285,0.3499271061118826,0.4573334001813616,0.1428571492433548,1.0,0.8131646118164062,0.1228711661696434,0.7194619009862864
14,1.3159768190383911,0.6835313749313354,0.0014245107332244516,0.6283053460121155,0.0,0.005431192528456449,0.14285714285714285,0.3499271061118826,0.4573333914620536,0.1428571492433548,1.0,0.7369563446044922,0.12287116634845734,0.7196378371124021
15,1.3156400909423829,0.6845865545272827,0.00131693007145077,0.6273339638710022,0.0,0.004805228862911463,0.14285714285714285,0.3499271061118826,0.4573333914620536,0.1428571492433548,1.0,0.6989389190673828,0.12287116944789886,0.7192284879590563
16,1.314814009666443,0.6832489876747131,0.001749934507533908,0.6264378461837768,0.0,0.006754574727267027,0.14285714285714285,0.3499271061118826,0.45733340890066965,0.1428571492433548,1.0,0.8264121704101562,0.12287116754055023,0.7191287177965737
17,1.313204442024231,0.6833422799110412,0.0014827865473926068,0.6254464893341064,0.0,0.0058656916879117485,0.14285714285714285,0.3499271061118826,0.4573333914620536,0.1428571492433548,1.0,0.7600981292724609,0.12287116670608521,0.7197046254646488
18,1.3119276113510132,0.6837667198181152,0.00136688522528857,0.6242583475112915,0.0,0.0050713858343660835,0.14285714285714285,0.3499271061118826,0.4573334001813616,0.1428571492433548,1.0,0.7131929473876953,0.12287116682529449,0.7194905746623468
19,1.3098358745574952,0.6811034011840821,0.0019580963645130394,0.6231616945266724,0.0,0.0072253851108253,0.14285714285714285,0.3499271061118826,0.4573334001813616,0.1428571492433548,1.0,0.8713805999755859,0.12287116569280625,0.7196024651557966
