epoch,train_loss,current_bce_loss,distill_loss,replay_loss,margin_preservation_loss,trust_region_penalty,selection_mean,selection_std,selection_score_mean,active_label_fraction,selected_label_count_mean,residual_norm_mean,trust_weight_mean,val_macro_auroc
0,1.3359253129959106,0.6938199028968811,0.0013093263590708375,0.6382100496292115,0.0,0.005172063730657101,0.14285714285714285,0.3499271061118826,0.46301498849051337,0.1428571492433548,1.0,0.6358865737915039,0.12285134196281433,0.7179672997666847
1,1.3296280641555787,0.688696988105774,0.0012468923637643456,0.6372928695678711,0.0,0.004782527811825275,0.14285714285714285,0.3499271061118826,0.46301498849051337,0.1428571492433548,1.0,0.676985710144043,0.12285134083032608,0.7186054567530362
2,1.328837525367737,0.689973388671875,0.0008112795474007725,0.6364037795066834,0.0,0.003298178970813751,0.14285714285714285,0.3499271061118826,0.4630149710518973,0.1428571492433548,1.0,0.5802154083251954,0.1228513525724411,0.7184080562153613
3,1.3264853029251098,0.6866917910575867,0.0014187252512201667,0.6356699213981628,0.0,0.005409643214195967,0.14285714285714285,0.3499271061118826,0.46301498849051337,0.1428571492433548,1.0,0.7780981903076172,0.1228513445854187,0.7184068433819023
4,1.325050061225891,0.686178831577301,0.0014833066491410137,0.6346997485160828,0.0,0.005376318134367466,0.14285714285714285,0.3499271061118826,0.4630149448939732,0.1428571492433548,1.0,0.761482421875,0.12285134649276733,0.7184688339735298
5,1.3244939289093018,0.687490873336792,0.0011794321527704597,0.6336722965240479,0.0,0.004302680935710668,0.14285714285714285,0.3499271061118826,0.4630149710518973,0.1428571492433548,1.0,0.6745776214599609,0.1228513469696045,0.7186643826583465
6,1.3226622705459594,0.6863106627464295,0.0013293739464133978,0.6326084976196289,0.0,0.004827329713851213,0.14285714285714285,0.3499271061118826,0.4630149710518973,0.1428571492433548,1.0,0.7130206146240234,0.12285134381055832,0.7186210364343727
7,1.3216309547424316,0.6865872273445129,0.001295622691512108,0.6314905047416687,0.0,0.0045151331424713136,0.14285714285714285,0.3499271061118826,0.46301496233258926,0.1428571492433548,1.0,0.6907690887451172,0.12285134297609329,0.7189975802919373
8,1.3196334857940675,0.6857469444274902,0.0012864146269857884,0.6303607473373413,0.0,0.004478808466345072,0.14285714285714285,0.3499271061118826,0.4630149972098214,0.1428571492433548,1.0,0.69030029296875,0.1228513400554657,0.7184746055207515
9,1.3185566987991333,0.6849057245254516,0.0015153062101453544,0.629419358253479,0.0,0.00543260345235467,0.14285714285714285,0.3499271061118826,0.46301498849051337,0.1428571492433548,1.0,0.7572516632080079,0.12285134756565094,0.7184562502333486
10,1.3171029119491577,0.6847849831581115,0.0015379733620211483,0.6280537519454956,0.0,0.0054523487463593485,0.14285714285714285,0.3499271061118826,0.46301497977120537,0.1428571492433548,1.0,0.7663483123779297,0.12285133731365204,0.7190450759229738
11,1.315978458404541,0.6853504018783569,0.0014437220990657807,0.6265901103019714,0.0,0.005188476979732513,0.14285714285714285,0.3499271061118826,0.46301498849051337,0.1428571492433548,1.0,0.7330722198486328,0.12285134655237198,0.7190588377865603
12,1.3145473308563231,0.6855136566162109,0.0013452400648966431,0.6252620100975037,0.0,0.004852748237550259,0.14285714285714285,0.3499271061118826,0.46301498849051337,0.1428571492433548,1.0,0.7086278533935547,0.12285134875774384,0.7185634434317373
13,1.312367974281311,0.6838140411376953,0.0016013049827888607,0.6239321513175964,0.0,0.006040940213948488,0.14285714285714285,0.3499271061118826,0.46301495361328127,0.1428571492433548,1.0,0.7855924530029297,0.12285134416818619,0.718859601107017
14,1.311500883102417,0.6847828164100647,0.0015028348322957755,0.6224242539405823,0.0,0.005582012347877026,0.14285714285714285,0.3499271061118826,0.46301496233258926,0.1428571492433548,1.0,0.7552333526611328,0.1228513444662094,0.7189557872532442
15,1.3095066995620728,0.6841968860626221,0.0015436997059732676,0.6209138135910034,0.0,0.005704621192067862,0.14285714285714285,0.3499271061118826,0.46301496233258926,0.1428571492433548,1.0,0.7640044860839844,0.1228513463139534,0.7188674995954624
16,1.308127426147461,0.6841926221847534,0.0014426420349627734,0.6196973614692688,0.0,0.005589626017957925,0.14285714285714285,0.3499271061118826,0.4630149710518973,0.1428571492433548,1.0,0.7442935333251953,0.12285134327411652,0.7186944306643427
17,1.3059029932022095,0.6827018713951111,0.001696453545242548,0.6182523350715637,0.0,0.006504671782255173,0.14285714285714285,0.3499271061118826,0.46301495361328127,0.1428571492433548,1.0,0.801141357421875,0.12285134553909302,0.7184047965219754
