epoch,train_loss,current_bce_loss,distill_loss,replay_loss,gate_sparsity_penalty,margin_preservation_loss,trust_region_penalty,gate_mean,gate_std,raw_gate_mean,active_label_fraction,residual_norm_mean,trust_weight_mean,val_macro_auroc
0,1.349874185562134,0.6721520805358887,0.0002978035253472626,0.6410507550239563,0.45382294821739194,0.0,0.027364898264408112,0.4538229282924107,0.010891668976241477,-0.18533578491210936,1.0,1.1721520690917968,0.12285074096918105,0.7205714650603456
1,1.3374533071517944,0.6365400061607361,0.0008223883733153343,0.6411497445106507,0.4541299409866333,0.0,0.07246942484378814,0.4541299351283482,0.011037781552727319,-0.18409959193638392,1.0,2.0200208740234373,0.12285074400901795,0.7216501867076411
2,1.3322525548934936,0.6418217067718506,0.0007041920744813979,0.6395324892997741,0.4559337658882141,0.0,0.0547949635386467,0.4559337419782366,0.01109729276668654,-0.17682291521344867,1.0,1.75857763671875,0.1228507354259491,0.7228628880510407
3,1.3274430675506592,0.6409141073226928,0.0006369946440681815,0.6377828860282898,0.45802979803085325,0.0,0.0504151848256588,0.45802979387555803,0.01106541676858502,-0.168371337890625,1.0,1.6156051940917968,0.12285074841976165,0.7238552564524723
4,1.324599250793457,0.631734052658081,0.0008829690264537931,0.6362029752731323,0.4602690026760101,0.0,0.06553158074617386,0.46026899937220983,0.010962774170735434,-0.15934797886439733,1.0,1.8372838745117188,0.12285074400901795,0.7245920735020237
5,1.3226769695281981,0.6316491436958312,0.0009239376457408071,0.6344955496788025,0.46263232970237733,0.0,0.06495337107777596,0.46263230678013395,0.010849471322581941,-0.14983165849958147,1.0,1.83170263671875,0.12285073900222779,0.725159299178919
6,1.3194513025283814,0.6293266649246216,0.0010110159572213888,0.6327838177680969,0.4650639290809631,0.0,0.0661532067656517,0.4650638863699777,0.010735183148483875,-0.14004756818498884,1.0,1.8910293579101562,0.1228507399559021,0.7256844368495854
7,1.3176443185806275,0.6252246966362,0.0011405829424038529,0.6313255090713501,0.46755055284500124,0.0,0.07315191960334778,0.46755054582868305,0.010596901850941953,-0.13004891531808035,1.0,1.9999228210449218,0.12285074436664581,0.7259432194360256
8,1.3152803478240966,0.6294623565673828,0.0009391890624538064,0.6295527629852294,0.4700621657371521,0.0,0.06364574521780014,0.4700621337890625,0.010481950147812145,-0.11995718383789063,1.0,1.8320582885742187,0.12285074543952942,0.7261731237675554
9,1.3128836812973022,0.6223944334983825,0.0011634553456678987,0.6281629705429077,0.4725914430618286,0.0,0.07506652522087097,0.47259144810267856,0.010378778193896354,-0.10980084446498325,1.0,2.0236959228515623,0.12285073935985565,0.7265186260846184
10,1.310722442626953,0.6240158753395081,0.0011560623357072472,0.6260772466659545,0.47516227984428405,0.0,0.07143032759428024,0.47516224888392855,0.010267412288341427,-0.09948363167898995,1.0,1.9847140808105468,0.12285073685646057,0.7265243163279177
11,1.3077982978820801,0.6224378213882447,0.0011905870670452714,0.6243359851837158,0.47774005961418153,0.0,0.07189389616250992,0.47774004255022323,0.010142694262427795,-0.08914389474051339,1.0,1.9948168334960938,0.12285074526071549,0.7263451666043077
12,1.3059233846664429,0.6231135234832764,0.001164114479906857,0.6223529591560364,0.4803129529953003,0.0,0.07055428099632263,0.48031295340401786,0.010044564256572183,-0.07882895769391741,1.0,1.964226776123047,0.12285074096918105,0.7266423230937685
13,1.303740990638733,0.6185108103752136,0.0012974742604419589,0.6204346237182617,0.48289050269126893,0.0,0.07870711439847947,0.48289049421037944,0.009937236209151809,-0.06849971444266183,1.0,2.080952697753906,0.12285074126720429,0.7269737305485405
14,1.2998428573608398,0.6198552160263061,0.0012503474848344922,0.618037693977356,0.4854900426864624,0.0,0.0728501417040825,0.48549003383091516,0.009867632243412671,-0.05808648899623326,1.0,2.0126029357910156,0.12285074299573898,0.7274538935635017
15,1.2968237743377686,0.6182503724098205,0.0012139947786927224,0.6153975582122803,0.48810475063323977,0.0,0.07511331683397293,0.48810475376674106,0.009782131357309298,-0.04761568559919085,1.0,2.009725616455078,0.12285074198246002,0.7278425283473009
16,1.294579776763916,0.6167022070884705,0.0013137674946337937,0.6129155383110046,0.490739152431488,0.0,0.07822274261713028,0.4907391357421875,0.009692558561517697,-0.037068818228585376,1.0,2.059756805419922,0.12285074561834336,0.7276686823161691
17,1.2905853271484375,0.6170668568611145,0.0013290753671899437,0.6099487719535828,0.49337679505348203,0.0,0.07514348328113556,0.49337678745814734,0.009627364061504674,-0.026511373247419086,1.0,2.0369419860839844,0.12285073983669281,0.7278017317446904
18,1.2876957778930664,0.6130345964431763,0.001406383098103106,0.6070696048736572,0.49601792788505555,0.0,0.08276859450340271,0.4960178833007812,0.009544534489115214,-0.015941399710518972,1.0,2.1156375122070314,0.12285074245929718,0.7279104540415208
19,1.2839767532348634,0.6134006762504578,0.0014260195773094892,0.6037896928787232,0.4986886308193207,0.0,0.08085186415910721,0.4986886247907366,0.009483087146278555,-0.005254184859139578,1.0,2.1065810546875,0.12285074466466904,0.7282049330256779
