epoch,train_loss,current_bce_loss,distill_loss,replay_loss,margin_preservation_loss,trust_region_penalty,selection_mean,selection_std,selection_score_mean,active_label_fraction,selected_label_count_mean,residual_norm_mean,trust_weight_mean,val_macro_auroc
0,1.3311498699188233,0.6850265169143677,0.0020353850033134223,0.6387011275291443,0.0,0.010773764304816722,0.2857142857142857,0.45175395145262565,0.45733340890066965,0.2857142984867096,2.0,0.8974733581542969,0.12287116587162018,0.7172080061651063
1,1.3225612802505493,0.6783477873802185,0.0017495149550959467,0.6376070337295532,0.0,0.00971396217867732,0.2857142857142857,0.45175395145262565,0.4573334001813616,0.2857142984867096,2.0,0.9310210571289063,0.12287116974592209,0.717593120306575
2,1.318574076652527,0.6766319208145142,0.00159909063950181,0.6359587688446044,0.0,0.008768635302782058,0.2857142857142857,0.45175395145262565,0.45733340890066965,0.2857142984867096,2.0,0.878968505859375,0.12287116152048111,0.7181289239493355
3,1.3164687328338622,0.6721776580810547,0.002831165101379156,0.6343689961433411,0.0,0.014181749664247036,0.2857142857142857,0.45175395145262565,0.4573333740234375,0.2857142984867096,2.0,1.1702053833007813,0.12287116861343383,0.7191262925459702
4,1.3137267179489136,0.6743115468025207,0.0020325239421799778,0.6324817810058594,0.0,0.00980168029665947,0.2857142857142857,0.45175395145262565,0.45733340890066965,0.2857142984867096,2.0,0.9559257659912109,0.1228711649775505,0.7201080179710342
5,1.3119025812149048,0.6754516506195068,0.0016429951135069132,0.63076646900177,0.0,0.00808298560231924,0.2857142857142857,0.45175395145262565,0.4573334001813616,0.2857142984867096,2.0,0.844418716430664,0.12287116414308548,0.7195924811056055
6,1.3100326166152954,0.6723540101051331,0.00241314984112978,0.6292441473007202,0.0,0.012042720519006253,0.2857142857142857,0.45175395145262565,0.45733340890066965,0.2857142984867096,2.0,1.0435452117919921,0.12287116658687591,0.719411686444313
7,1.3074711790084839,0.6710672998428344,0.0024226828683167694,0.627683880329132,0.0,0.012594603508710861,0.2857142857142857,0.45175395145262565,0.45733340890066965,0.2857142984867096,2.0,1.0515535583496094,0.12287117087841035,0.719858560068407
8,1.3056636619567872,0.6722765183448791,0.002104134239256382,0.6257492585182189,0.0,0.011067573092877864,0.2857142857142857,0.45175395145262565,0.4573333914620536,0.2857142984867096,2.0,0.9628619384765625,0.12287116116285324,0.720067763650178
9,1.3036811952590943,0.6711313910484314,0.002359366608783603,0.6240765080451965,0.0,0.012227843210101128,0.2857142857142857,0.45175395145262565,0.4573334263392857,0.2857142984867096,2.0,1.0236156005859376,0.1228711702823639,0.7199419225636519
10,1.3030520849227905,0.6707192215919494,0.0026552921198308467,0.6225391778945922,0.0,0.01427675200253725,0.2857142857142857,0.45175395145262565,0.4573333914620536,0.2857142984867096,2.0,1.098688980102539,0.12287116765975953,0.7198956033508275
